UniqueSystemID	SystemName	NetworkAddress	PrimaryEmail	Platform Name	Dflt Change Frequency	Release Duration	Auto-Password Mgmt	Functional Account	Account Credential	Use Specific DSS Key	Change Time	Password Rule Name	Port Number	Enable Password	Alternate IP Address	Description	Domain Account	Server O S	Line Definition	Timeout	Domain Name	Parent System Name	Oracle Type	Oracle SIDSN	Check Flag	Reset Flag	Release Change Flag	NetBIOS Domain Name	Non-Priv Functional Account Flag	Use SSL Flag	Allow Functional Account to be requested Flag	Escalation Time	Escalation Email	Max Release Duration	PSM Only Flag	Platform Specific Value	Require Ticket for Request	Ticket System	Require Ticket for ISA Retrieve	Require Ticket for CLI Retrieve	Require Ticket for API Retrieve	Ticket Notification Email	Location Custom 1	Location Custom 2	Location Custom 3	Location Custom 4	Location Custom 5	Location Custom 6	Allow ISA Duration	Use SSH Flag	SSH Account	SSH Port	SSH Key	Template System Name	Account Discovery Profile	Account Discovery Exclude List	Account Discovery Timeout	PSM DPA Affinity	PPM DPA Affinity	Password Check Profile	Password Change Profile	Profile Certificate Type	Profile Notification Thumbprint	Profile Certificate Password	Func Acct DN	Require Ticket for PSM Request
821B6A77-82ED-47A3-B17F-D444C0FFBC38	klbatchsys12	192.168.99.12	klbatchsys12@tpam.spb.qsft	SPCW (DC)	0	180	Y	klbatchfcctacct12	DSS	N	14:00:00	Default Password Rule				desc9				63	mydomain.mc.com				Y	Y	Y	MYDOMAIN	N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_1					Y
40F87125-3C5E-4F2F-AA6E-65F2A2CBF248	klbatchsys11	192.168.99.11	klbatchsys11@tpam.spb.qsft	SPCW	0	180	Y	klbatchfcctacct11	DSS	N	13:00:00	Default Password Rule	11			desc1				64					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N	ComputerName	N		N	N	N								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2					Y
1A119385-BDF3-449A-AE7B-E38146332BFA	klbatchsys10	192.168.99.10	klbatchsys10@tpam.spb.qsft	Dell Remote Access	0	180	Y	klbatchfcctacct10	DSS	Y	12:00:00	Default Password Rule	55			desc2				65					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2					N
967DBFC8-7E2D-49D8-A004-3BDC93106EF0	klbatchsys1	192.168.99.100	klbatchsys1@tpam.spb.qsft	AIX	0	180	Y	klbatchfcctacct1	grain41R	N	12:00:00	Default Password Rule				desc3				65					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2					Y
78399E7B-67EA-4926-9B4D-09D4E5037D98	klbatchsys103	192.168.99.103	klbatchsys103@tpam.spb.qsft	LDAP	0	180	Y	klbatchfcctacct27	grain41R	N	20:00:00	Default Password Rule	33			desc103				67					Y	Y	Y		N	N	Y	7	klsysesc103@tpam.spb.qsft	8640	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N			cn=Manager103,dc=kllinux,dc=spb,dc=qsft	N
E73E5CEE-5EBF-4655-AC43-4142249D3E0E	klbatchsys104	192.168.99.14	klbatchsys104@tpam.spb.qsft	Windows	0	180	Y	ffff	grain41R	N	20:00:00	Default Password Rule	33			desc103				67					Y	Y	Y		N	N	Y	7	klsysesc104@tpam.spb.qsft	8640	N		N		N	N	N								Y	N							0			PersPassCheckProfile_1	PersPassChangeProfile_2	N				Y
CB140368-6A50-47B5-B46E-5576C80F09B4	klbatchsys105	192.168.99.15	klbatchsys105@tpam.spb.qsft	Windows	0	180	Y	klbfunc105	grain41R	N	20:00:00	Default Password Rule	33			desc103				67					Y	Y	Y		N	N	Y	7	klsysesc105@tpam.spb.qsft	8640	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_1	N				Y
63983F8B-F180-4582-BFBB-4CDB09D3DF68	klbatchsys106	192.168.99.16	klbatchsys106@tpam.spb.qsft	Custom Platform/KLforbatchimport	0	180	Y	klbfunc106	grain41R	N	20:00:00	PersPwdRule	22			desc106				66					Y	Y	Y		N	N	Y	7	klsysesc105@tpam.spb.qsft	8640	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
8A811B22-6ADC-4D55-B26B-40FEB549A786	klbatchsys107	192.168.99.107	klbatchsys107@tpam.spb.qsft	Windows	0	180	Y	klbfunc107	frujiE15	N	20:00:00	PersPwdRule	22			desc107				66					Y	Y	Y		N	N	Y	7	klsysesc107@tpam.spb.qsft	8640	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
B1AA9371-AEA6-458F-86C6-54F1C1170E7E	klbatchsys108	192.168.99.108	klbatchsys108@tpam.spb.qsft	Windows	0	180	Y	klbfunc1078	frujiE15	N	20:00:00	PersPwdRule	22			desc108				66					Y	Y	Y		N	N	Y	7	klsysesc108@tpam.spb.qsft	8040	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
38AA9371-A256-458F-86A6-54F1CBBB0E7E	klbatchsys109	192.168.99.109	klbatchsys109@tpam.spb.qsft	Windows	0	180	Y	klbfunc109	frujiE15	N	20:00:00	PersPwdRule	22			desc109				66					Y	Y	Y		N	N	Y	7	klsysesc108@tpam.spb.qsft	8040	N		N		N	N	N								Y	N							0			PersPassCheckProfile_1	PersPassChangeProfile_1	T	A29AE963A674BBB58EFE2DA1706FB75725066D05			Y
1DCD188E-E748-475C-B7BD-80ACA5FFA889	klbatchsys110	192.168.99.110		Windows			Y	grrrrrr	grain41R	 																			 	 	 				 		 		 	 	 								 	 							0			PersPassCheckProfile_1	PersPassChangeProfile_2	T	B29AE963A674BBB58EFE2DA1706FB75725066D05			 
